ID,Championship,Friendly Name,DLC ID,Reward ID,Chassis Base Texture,Chassis Base Projection,Chassis Base XTile,Chassis Base XOffset,Chassis Base YTile,Chassis Base YOffset,Chassis Base Ignore For Sponsor,Chassis Detail Texture,Chassis Detail Projection,Chassis Detail XTile,Chassis Detail XOffset,Chassis Detail YTile,Chassis Detail YOffset,Chassis Detail Ignore For Sponsor,F Wing Base Texture,F Wing Base Projection,F Wing Base XTile,F Wing Base XOffset,F Wing Base YTile,F Wing Base YOffset,F Wing Base Ignore For Sponsor,F Wing Detail Texture,F Wing Detail Projection,F Wing Detail XTile,F Wing Detail XOffset,F Wing Detail YTile,F Wing Detail YOffset,F Wing Detail Ignore For Sponsor,R Wing Base Texture,R Wing Base Projection,R Wing Base XTile,R Wing Base XOffset,R Wing Base YTile,R Wing Base YOffset,R Wing Base Ignore For Sponsor,R Wing Detail Texture,R Wing Detail Projection,R Wing Detail XTile,R Wing Detail XOffset,R Wing Detail YTile,R Wing Detail YOffset,R Wing Detail Ignore For Sponsor
25,0,18,0,,GP1/Livery19/LiveryBase,Side,1,1,1,1,,GP1/Livery19/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
26,0,19,0,,GP2/Livery21/LiveryBase,Side,1,1,1,1,,GP2/Livery21/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
27,0,20,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
28,0,21,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
29,0,22,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
30,0,23,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
31,0,24,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
32,0,25,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
33,0,26,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
34,0,27,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
35,0,28,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
36,0,29,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
37,0,30,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
38,0,31,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
39,0,32,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
40,0,33,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
41,0,34,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
42,0,35,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
43,0,36,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
44,0,37,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
45,0,38,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
46,0,39,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
47,0,40,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
48,0,41,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
49,0,42,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
50,0,43,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
51,0,44,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
52,0,45,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
53,0,46,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
54,0,47,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
55,0,48,0,,GP1/Livery22/LiveryBase,Side,1,1,1,1,,GP1/Livery22/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
56,1,49,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
57,1,50,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
58,1,51,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
59,1,52,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
60,1,53,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
61,1,54,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
62,1,55,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
63,1,56,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
64,1,57,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
65,1,58,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
66,1,59,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
67,1,60,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
68,1,61,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
69,1,62,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
70,1,63,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
71,1,64,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
72,1,65,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
73,1,66,0,,GP2/Livery23/LiveryBase,Side,1,1,1,1,,GP2/Livery23/LiveryDetail,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP2/Shared/RearWing/RearWing1,Side,1,1,1,1,
74,2,67,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
